1,6.333333333333343,20762.05778129554,1,38.0,60,7.171617583602188,102766786576.00003,0.008040384009691787,2000,0.039165387289089616,182.8299094484776,0.0,8.8956,38.0,50.0,172.0,172.0,183.11111111111111
1,-13.333333333333336,362326.01863021153,-1,37.0,30,8.577892918052791,8790376202025.995,0.9489083949641711,2100,0.17004633537990116,49.15612192627147,0.0,5.9304,37.0,-50.0,41.0,41.0,50.44444444444444
1,-8.666666666666686,632627.1581892835,-1,91.0,60,17.336182102081853,113992804055263.08,0.020842547166941516,2000,0.09733352396677272,176.42025627349946,0.0,23.7216,91.0,-60.0,153.0,153.0,178.11111111111111
1,17.333333333333343,241812.22032452995,1,62.0,90,11.640711869963372,15224414648067.988,-0.14742119250923286,1600,0.09968259450967684,115.59651983787056,0.0,13.343399999999999,62.0,40.0,100.0,100.0,116.77777777777777
1,21.0,3159281.606302898,1,71.0,60,15.642613529224947,1069270382685505.2,-0.16352191242380662,2000,0.08257098050617273,188.13096863500118,0.0,23.7216,71.0,40.0,168.0,168.0,189.44444444444446
1,4.333333333333336,57019.97854176877,-3,24.0,30,4.961580791503579,1312186215676.0,1.9665875999848168,0,0.08163478450371518,60.4270988771504,0.0,2.9652,24.0,50.0,57.0,57.0,60.77777777777778
1,-20.66666666666667,593763.6727587971,-3,30.0,30,9.225568335398698,46599169157162.99,0.6535739294798077,2000,0.12085897382618382,75.29465487784715,0.0,4.4478,30.0,-70.0,66.0,66.0,76.33333333333333
1,60.333333333333336,37107778.06781262,-3,74.0,60,27.502637359504178,2.259911267059475e+17,0.7781327266009496,1800,0.32828081728851144,76.34511937651634,0.0,16.3086,74.0,70.0,59.0,59.0,83.77777777777777
1,-9.0,7538.706739146926,1,29.0,30,5.094174838376734,17432223208.000015,0.03849681872762544,1300,0.0331268594981146,153.60909809357307,0.0,5.9304,29.0,40.0,146.0,146.0,153.77777777777777
1,19.0,454605.1903809677,-1,29.0,60,8.178562764256865,73586137452128.95,-0.16803782061637282,2100,0.07412594650383866,109.71597732683944,0.0,11.8608,29.0,60.0,96.0,96.0,110.33333333333333
1,-14.666666666666657,192418.0748083806,1,24.0,60,7.007932013876213,11243101985819.996,-0.4745753595523346,1100,0.0737677054092233,94.46214099846972,0.0,7.412999999999999,24.0,-70.0,82.0,82.0,95.0
1,-13.333333333333343,1140689.719970042,5,46.0,30,10.671295292038193,459580361777152.1,-1.3543739857131771,1200,0.05525987205313219,192.4717707705675,0.0,5.9304,46.0,-50.0,168.0,168.0,193.11111111111111
1,7.333333333333329,4336.579800033262,1,11.0,60,3.366501646120693,15873025895.99999,-0.5144884291937536,1500,0.025764043210107345,130.5787411316739,0.0,2.9652,11.0,60.0,125.0,125.0,130.66666666666666
